"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0E810","2020-04-27 22:00:00","53.000","0.000","0.200","19.100","0.990","1011.300","","0.000","-99.000","-99.000","-99.000","28.500","","17.100",""
"C0G830","2020-04-27 22:00:00","27.000","0.000","0.000","23.200","1.000","1012.800","","0.000","-99.000","-99.000","-99.000","27.800","","20.400",""
"C0A550","2020-04-27 22:00:00","422.000","0.000","0.000","15.600","1.000","973.100","","1.000","-99.000","-99.000","-99.000","20.200","","15.600",""
"C0G750","2020-04-27 22:00:00","31.000","0.000","0.000","22.200","0.860","1014.300","","-99.000","-99.000","-99.000","-99.000","26.600","","19.900",""
"C0Z270","2020-04-27 22:00:00","343.000","289.000","1.300","17.500","0.990","981.900","","2.500","-99.000","-99.000","-99.000","21.100","","17.400",""
"C0UA30","2020-04-27 22:00:00","1397.000","0.000","0.000","12.100","1.000","866.500","","2.000","-99.000","-99.000","-99.000","13.200","","11.400",""
"C0I080","2020-04-27 22:00:00","536.000","0.000","0.000","20.400","0.930","959.700","","0.000","-99.000","-99.000","-99.000","26.300","","18.900",""
"C0UA00","2020-04-27 22:00:00","392.000","0.000","0.000","16.900","0.990","977.300","","2.000","-99.000","-99.000","-99.000","22.100","","16.200",""
"C0AD40","2020-04-27 22:00:00","32.000","37.000","2.600","22.200","0.690","1014.500","","1.000","8.200","23.000","","23.800","","20.200",""
"C0G900","2020-04-27 22:00:00","20.000","21.000","2.100","24.000","0.820","1013.700","","0.000","-99.000","-99.000","-99.000","25.800","","21.700",""
"C0S660","2020-04-27 22:00:00","794.000","20.000","0.600","15.700","1.000","932.900","","1.500","-99.000","-99.000","-99.000","20.900","","15.700",""
"C0M640","2020-04-27 22:00:00","155.000","0.000","0.000","22.700","0.910","999.100","","0.000","-99.000","-99.000","-99.000","28.400","","19.300",""
"C0R660","2020-04-27 22:00:00","20.000","152.000","1.000","24.800","0.790","1015.300","","0.000","-99.000","-99.000","-99.000","27.300","","24.200",""
"C0UA10","2020-04-27 22:00:00","1711.000","0.000","0.000","10.900","1.000","837.200","","4.000","-99.000","-99.000","-99.000","12.300","","9.900",""
"C0V770","2020-04-27 22:00:00","26.000","331.000","0.300","26.100","0.630","1013.800","","0.000","-99.000","-99.000","-99.000","30.300","","21.700",""
"C0E730","2020-04-27 22:00:00","26.000","54.000","0.400","22.100","0.730","1012.600","","0.000","-99.000","-99.000","-99.000","27.900","","19.700",""
"C0V810","2020-04-27 22:00:00","32.000","0.000","0.000","25.600","0.660","1012.200","","0.000","-99.000","-99.000","-99.000","26.900","","22.200",""
"C0A9C0","2020-04-27 22:00:00","35.000","88.000","3.100","22.800","0.600","1015.700","","0.000","9.300","113.000","","24.100","","22.300",""
"C0X310","2020-04-27 22:00:00","9.000","11.000","2.500","24.300","0.820","1016.600","","0.000","-99.000","-99.000","-99.000","26.300","","21.900",""
"C0K280","2020-04-27 22:00:00","23.000","67.000","0.500","21.700","1.000","1016.500","","0.000","-99.000","-99.000","-99.000","29.800","","18.900",""
"C0M650","2020-04-27 22:00:00","20.000","351.000","0.400","22.500","0.890","1015.000","","0.000","-99.000","-99.000","-99.000","28.800","","20.000",""
"C0S910","2020-04-27 22:00:00","212.000","147.000","1.300","22.400","0.990","995.800","","1.500","8.500","86.000","","24.500","","21.600",""
"C0D570","2020-04-27 22:00:00","15.000","0.000","0.000","19.900","0.860","1015.600","","0.000","-99.000","-99.000","-99.000","29.000","","17.300",""
"C0M710","2020-04-27 22:00:00","15.000","14.000","0.800","23.100","0.870","1015.500","","0.000","-99.000","-99.000","-99.000","26.200","","20.700",""
"C0V490","2020-04-27 22:00:00","20.000","224.000","0.500","26.300","0.570","1014.900","","0.000","-99.000","-99.000","-99.000","29.000","","23.000",""
"C0E870","2020-04-27 22:00:00","34.000","0.000","0.000","20.800","0.880","1014.700","","0.000","-99.000","-99.000","-99.000","27.500","","18.800",""
"C0M800","2020-04-27 22:00:00","440.000","0.000","0.000","22.000","0.850","968.000","","0.000","-99.000","-99.000","-99.000","28.900","","20.200",""
"C0A570","2020-04-27 22:00:00","360.000","0.000","0.000","17.400","0.970","978.800","","0.500","-99.000","-99.000","-99.000","21.200","","15.300",""
"C0S790","2020-04-27 22:00:00","236.000","347.000","1.200","18.600","0.930","994.300","","0.500","-99.000","-99.000","-99.000","28.000","","18.400",""
"C0D590","2020-04-27 22:00:00","143.000","55.000","2.000","20.700","0.760","1002.300","","0.000","-99.000","-99.000","-99.000","26.900","","18.300",""
"C0U990","2020-04-27 22:00:00","31.000","35.000","2.100","19.900","0.870","1018.500","","1.000","-99.000","-99.000","-99.000","24.300","","17.900",""
"C0M700","2020-04-27 22:00:00","150.000","0.000","0.000","22.300","0.950","1000.500","","0.000","-99.000","-99.000","-99.000","28.800","","19.500",""
"C0A970","2020-04-27 22:00:00","96.000","159.000","4.800","19.600","0.880","1010.400","","0.500","-99.000","-99.000","-99.000","23.000","","18.100",""
"CM0110","2020-04-27 22:00:00","7.000","0.000","0.000","22.700","0.780","1016.300","","-99.000","-99.000","-99.000","-99.000","26.200","","20.300",""
"C0S940","2020-04-27 22:00:00","150.000","341.000","1.700","20.800","0.760","1002.100","","2.000","-99.000","-99.000","-99.000","23.900","","19.100",""
"C0X250","2020-04-27 22:00:00","33.000","11.000","0.500","23.700","0.800","1013.100","","0.000","-99.000","-99.000","-99.000","30.300","","20.500",""
"C0K520","2020-04-27 22:00:00","10.000","54.000","0.700","23.100","0.870","1014.800","","0.000","-99.000","-99.000","-99.000","27.800","","20.300",""
"C0Z200","2020-04-27 22:00:00","153.000","47.000","1.300","19.100","0.920","1004.400","","0.500","-99.000","-99.000","-99.000","21.600","","18.600",""
"C0V740","2020-04-27 22:00:00","60.000","0.000","0.000","25.500","0.670","1011.000","","0.000","-99.000","-99.000","-99.000","31.100","","21.600",""
"C0V790","2020-04-27 22:00:00","410.000","1.000","1.100","23.000","0.670","970.000","","0.000","-99.000","-99.000","-99.000","30.800","","20.900",""
"C0G860","2020-04-27 22:00:00","45.000","137.000","0.900","22.600","0.810","1011.400","","0.000","-99.000","-99.000","-99.000","27.400","","21.100",""
"C0Z250","2020-04-27 22:00:00","1124.000","256.000","0.300","13.400","0.990","895.700","","7.000","-99.000","-99.000","-99.000","16.400","","13.300",""
"C0A560","2020-04-27 22:00:00","405.000","0.000","0.000","16.700","1.000","974.600","","2.500","-99.000","-99.000","-99.000","21.300","","15.600",""
"C0X190","2020-04-27 22:00:00","10.000","5.000","1.300","24.500","0.810","1015.400","","0.000","-99.000","-99.000","-99.000","28.400","","21.700",""
"C0S950","2020-04-27 22:00:00","415.000","226.000","2.800","18.000","0.950","972.200","","0.500","-99.000","-99.000","-99.000","21.800","","17.900",""
"C0I530","2020-04-27 22:00:00","3014.000","220.000","4.500","5.300","1.000","-99.000","","-99.000","11.500","210.000","","6.100","","4.800",""
"C0M670","2020-04-27 22:00:00","43.000","0.000","0.000","23.500","0.770","1011.400","","0.000","-99.000","-99.000","-99.000","28.200","","20.100",""
"C0Z061","2020-04-27 22:00:00","174.000","0.000","0.100","19.100","0.990","1003.900","","1.000","-99.000","-99.000","-99.000","22.100","","18.500",""
"C0M730","2020-04-27 22:00:00","40.000","0.000","0.000","25.300","0.740","1011.600","","0.000","-99.000","-99.000","-99.000","32.000","","21.100",""
"C0U750","2020-04-27 22:00:00","398.000","48.000","6.600","17.200","0.640","974.200","","4.000","-99.000","-99.000","-99.000","21.200","","15.800",""
"C0A650","2020-04-27 22:00:00","287.000","35.000","1.000","17.500","0.700","987.200","","0.500","-99.000","-99.000","-99.000","21.200","","15.500",""
"C0K400","2020-04-27 22:00:00","65.000","0.000","0.000","23.100","0.870","1010.100","","0.000","-99.000","-99.000","-99.000","28.200","","20.000",""
"C0I370","2020-04-27 22:00:00","671.000","0.000","0.000","20.300","0.930","943.000","","0.000","-99.000","-99.000","-99.000","24.300","","19.100",""
"C0S750","2020-04-27 22:00:00","2280.000","0.000","0.000","9.800","1.000","777.300","","6.000","-99.000","-99.000","-99.000","12.200","","9.400",""
"C0R650","2020-04-27 22:00:00","29.000","131.000","0.700","26.100","0.800","1014.600","","0.000","-99.000","-99.000","-99.000","29.900","","23.300",""
"C0E740","2020-04-27 22:00:00","27.000","225.000","0.600","21.200","0.930","1015.200","","0.000","-99.000","-99.000","-99.000","29.400","","19.300",""
"C0AI20","2020-04-27 22:00:00","25.000","113.000","4.200","21.500","0.590","1016.400","","0.000","-99.000","-99.000","-99.000","23.300","","21.100",""
"C0E550","2020-04-27 22:00:00","84.000","319.000","0.500","20.100","0.950","1008.300","","0.000","-99.000","-99.000","-99.000","27.200","","18.100",""
"C0X060","2020-04-27 22:00:00","19.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0R510","2020-04-27 22:00:00","31.000","87.000","0.500","26.900","0.640","1012.400","","0.000","-99.000","-99.000","-99.000","30.500","","23.600",""
"C0AC60","2020-04-27 22:00:00","55.000","74.000","3.000","22.300","0.640","1011.600","","1.000","8.800","93.000","","23.900","","20.500",""
"C0UA70","2020-04-27 22:00:00","547.000","134.000","1.800","14.400","0.990","958.900","","1.000","-99.000","-99.000","-99.000","21.400","","14.400",""
"C0G740","2020-04-27 22:00:00","24.000","34.000","0.700","22.800","0.840","1014.400","","0.000","-99.000","-99.000","-99.000","25.700","","20.700",""
"C0F9N0","2020-04-27 22:00:00","75.000","109.000","1.200","22.800","0.830","1008.100","","0.000","-99.000","-99.000","-99.000","27.700","","21.600",""
"C0F9T0","2020-04-27 22:00:00","111.000","329.000","0.300","23.200","0.820","1003.200","","0.000","-99.000","-99.000","-99.000","27.700","","19.900",""
"C0S710","2020-04-27 22:00:00","382.000","5.000","2.500","18.200","0.930","977.700","","0.000","-99.000","-99.000","-99.000","22.100","","17.800",""
"C0M680","2020-04-27 22:00:00","37.000","334.000","0.600","23.000","0.940","1014.300","","0.000","-99.000","-99.000","-99.000","29.700","","19.900",""
"C0X220","2020-04-27 22:00:00","26.000","336.000","1.500","23.300","0.810","1013.900","","0.000","-99.000","-99.000","-99.000","26.700","","20.600",""
"C0R560","2020-04-27 22:00:00","22.000","0.000","0.200","26.200","0.670","1014.900","","0.000","-99.000","-99.000","-99.000","29.200","","23.400",""
"C0F9P0","2020-04-27 22:00:00","26.000","32.000","2.000","22.800","0.860","1014.300","","0.000","-99.000","-99.000","-99.000","26.700","","20.100",""
"C0O970","2020-04-27 22:00:00","71.000","84.000","0.800","22.700","0.840","1008.700","","0.000","-99.000","-99.000","-99.000","32.400","","19.700",""
"C0F0B0","2020-04-27 22:00:00","311.000","0.000","0.000","20.400","0.910","981.700","","0.000","-99.000","-99.000","-99.000","26.400","","18.900",""
"C0R700","2020-04-27 22:00:00","19.000","53.000","5.200","24.700","0.650","1015.200","","0.000","11.900","32.000","","28.600","","23.700",""
"C0R780","2020-04-27 22:00:00","72.000","25.000","4.400","22.700","0.840","1011.700","","0.000","15.500","47.000","","25.600","","22.300",""
"C0R620","2020-04-27 22:00:00","34.000","36.000","4.000","23.700","0.860","1014.800","","0.500","12.300","30.000","","26.500","","22.800",""
"C0C660","2020-04-27 22:00:00","176.000","72.000","1.800","21.500","0.710","997.400","","0.000","-99.000","-99.000","-99.000","23.500","","19.800",""
"C0SA10","2020-04-27 22:00:00","411.000","349.000","0.800","18.200","0.930","973.200","","0.500","-99.000","-99.000","-99.000","24.600","","17.900",""
"C0M740","2020-04-27 22:00:00","15.000","357.000","0.400","22.400","0.900","1014.500","","0.000","-99.000","-99.000","-99.000","27.900","","19.800",""
"C0K460","2020-04-27 22:00:00","60.000","0.000","0.000","23.500","0.800","1009.100","","0.000","-99.000","-99.000","-99.000","27.800","","20.200",""
"C0X100","2020-04-27 22:00:00","10.000","326.000","0.900","25.000","0.840","1013.800","","0.000","-99.000","-99.000","-99.000","29.200","","22.100",""
"C0K560","2020-04-27 22:00:00","117.000","137.000","0.500","21.300","0.900","1004.200","","0.000","-99.000","-99.000","-99.000","28.200","","19.800",""
"C0R150","2020-04-27 22:00:00","105.000","70.000","1.100","24.400","0.980","1003.900","","0.000","-99.000","-99.000","-99.000","33.100","","22.300",""
"C0S690","2020-04-27 22:00:00","522.000","23.000","1.700","18.500","0.880","960.500","","0.500","-99.000","-99.000","-99.000","22.600","","17.800",""
"C0U870","2020-04-27 22:00:00","474.000","104.000","1.000","17.000","0.980","967.600","","4.000","-99.000","-99.000","-99.000","21.200","","16.100",""
"C0A520","2020-04-27 22:00:00","48.000","45.000","2.700","22.200","0.720","1013.100","","1.000","8.200","52.000","","23.900","","20.400",""
"C0X130","2020-04-27 22:00:00","27.000","335.000","0.500","24.600","0.770","1013.100","","0.000","-99.000","-99.000","-99.000","30.900","","21.100",""
"C0V400","2020-04-27 22:00:00","56.000","124.000","1.300","25.300","0.740","1009.800","","0.000","-99.000","-99.000","-99.000","29.700","","21.400",""
"C0UA40","2020-04-27 22:00:00","1121.000","84.000","0.400","13.700","0.970","895.800","","3.000","-99.000","-99.000","-99.000","17.100","","12.700",""
"C0G720","2020-04-27 22:00:00","50.000","120.000","0.400","22.700","0.850","1010.600","","0.000","-99.000","-99.000","-99.000","27.200","","20.100",""
"C0G890","2020-04-27 22:00:00","24.000","38.000","0.500","23.400","0.940","1013.600","","0.000","-99.000","-99.000","-99.000","26.900","","20.700",""
"C0I540","2020-04-27 22:00:00","3344.000","-99.000","-99.000","3.900","1.000","684.300","","-99.000","-99.000","-99.000","-99.000","5.100","","3.600",""
"C0K390","2020-04-27 22:00:00","31.000","0.000","0.000","23.100","0.840","1013.400","","0.000","-99.000","-99.000","-99.000","27.700","","20.000",""
"C0Z190","2020-04-27 22:00:00","62.000","309.000","3.400","21.100","0.950","1013.400","","0.500","-99.000","-99.000","-99.000","24.500","","19.100",""
"C0C710","2020-04-27 22:00:00","143.000","307.000","0.800","20.900","0.740","1001.700","","0.500","-99.000","-99.000","-99.000","22.700","","17.800",""
"C0D360","2020-04-27 22:00:00","523.000","0.000","0.000","18.400","0.900","957.200","","0.000","-99.000","-99.000","-99.000","22.500","","16.500",""
"C0C680","2020-04-27 22:00:00","228.000","86.000","4.200","20.200","0.710","990.500","","1.000","10.400","108.000","","21.500","","19.000",""
"C0X140","2020-04-27 22:00:00","17.000","4.000","0.700","24.600","0.830","1014.600","","0.000","-99.000","-99.000","-99.000","30.500","","21.500",""
"C0V710","2020-04-27 22:00:00","34.000","327.000","0.600","26.700","0.610","1012.800","","0.000","-99.000","-99.000","-99.000","29.300","","23.600",""
"C0G840","2020-04-27 22:00:00","32.000","0.000","0.000","21.500","0.930","1012.500","","0.000","-99.000","-99.000","-99.000","27.000","","19.800",""
"C0S890","2020-04-27 22:00:00","238.000","14.000","2.400","19.400","0.900","996.200","","0.500","-99.000","-99.000","-99.000","23.200","","18.900",""
"C0T820","2020-04-27 22:00:00","550.000","0.000","0.000","16.000","0.940","962.700","","0.500","-99.000","-99.000","-99.000","22.000","","16.000",""
"C0F9I0","2020-04-27 22:00:00","194.000","0.000","0.000","22.100","0.870","994.000","","0.000","-99.000","-99.000","-99.000","26.800","","18.800",""
"C0C650","2020-04-27 22:00:00","208.000","52.000","0.900","20.000","0.750","993.600","","0.000","-99.000","-99.000","-99.000","22.100","","18.400",""
"C0R600","2020-04-27 22:00:00","766.000","0.000","0.000","20.800","0.910","931.600","","0.000","-99.000","-99.000","-99.000","23.500","","20.500",""
"C0Z320","2020-04-27 22:00:00","646.000","301.000","0.400","15.400","1.000","947.700","","6.500","-99.000","-99.000","-99.000","19.000","","15.400",""
"C0V210","2020-04-27 22:00:00","734.000","57.000","0.900","19.300","0.930","936.700","","0.500","-99.000","-99.000","-99.000","27.800","","19.100",""
"C0K240","2020-04-27 22:00:00","1132.000","311.000","1.400","17.900","0.970","896.100","","0.000","-99.000","-99.000","-99.000","23.700","","17.200",""
"C0M520","2020-04-27 22:00:00","15.000","346.000","1.300","22.300","0.880","1014.800","","0.000","-99.000","-99.000","-99.000","28.600","","19.400",""
"C0A530","2020-04-27 22:00:00","300.000","70.000","2.700","17.400","0.990","985.500","","1.500","-99.000","-99.000","-99.000","21.700","","16.500",""
"C0E820","2020-04-27 22:00:00","220.000","207.000","0.700","19.700","0.920","992.000","","0.000","-99.000","-99.000","-99.000","26.200","","17.400",""
"C0K450","2020-04-27 22:00:00","35.000","0.000","0.000","23.600","0.780","1012.200","","0.000","-99.000","-99.000","-99.000","28.800","","20.000",""
"C0G760","2020-04-27 22:00:00","53.000","131.000","0.400","21.800","0.990","1013.200","","0.000","-99.000","-99.000","-99.000","27.100","","20.100",""
"CM0120","2020-04-27 22:00:00","4.000","50.000","1.800","23.700","0.760","1016.500","","0.000","-99.000","-99.000","-99.000","26.100","","22.300",""
"C0Z290","2020-04-27 22:00:00","946.000","338.000","0.900","13.900","1.000","915.000","","4.000","-99.000","-99.000","-99.000","17.100","","13.800",""
"C0V680","2020-04-27 22:00:00","40.000","248.000","0.800","26.400","0.680","1012.000","","0.000","-99.000","-99.000","-99.000","29.600","","22.400",""
"C0R760","2020-04-27 22:00:00","336.000","20.000","6.800","19.900","0.970","980.500","","6.500","-99.000","-99.000","-99.000","22.100","","19.400",""
"C0F9U0","2020-04-27 22:00:00","74.000","140.000","0.600","24.200","0.760","1008.300","","0.000","-99.000","-99.000","-99.000","27.900","","21.000",""
"C0AI10","2020-04-27 22:00:00","76.000","135.000","3.000","22.200","0.720","1009.600","","0.000","-99.000","-99.000","-99.000","23.800","","18.400",""
"C0V530","2020-04-27 22:00:00","34.000","72.000","0.300","25.800","0.630","1012.600","","0.000","-99.000","-99.000","-99.000","30.100","","20.600",""
"C0R790","2020-04-27 22:00:00","111.000","30.000","12.000","22.000","0.890","1005.800","","4.000","17.100","28.000","","24.500","","21.700",""
"C0R550","2020-04-27 22:00:00","38.000","95.000","0.400","25.100","0.800","1013.200","","0.000","-99.000","-99.000","-99.000","29.300","","22.900",""
"C0F9L0","2020-04-27 22:00:00","253.000","105.000","0.600","21.200","0.900","987.500","","0.000","-99.000","-99.000","-99.000","27.200","","18.900",""
"C0A950","2020-04-27 22:00:00","60.000","164.000","7.900","21.200","0.770","1013.600","","0.000","-99.000","-99.000","-99.000","22.500","","20.100",""
"C0R160","2020-04-27 22:00:00","45.000","0.000","0.000","25.500","0.790","1011.100","","0.000","-99.000","-99.000","-99.000","30.800","","22.000",""
"C0F9S0","2020-04-27 22:00:00","43.000","135.000","0.900","23.400","0.770","1012.000","","0.000","-99.000","-99.000","-99.000","27.200","","20.800",""
"C0M820","2020-04-27 22:00:00","980.000","0.000","0.000","18.300","0.870","910.000","","0.000","-99.000","-99.000","-99.000","23.700","","17.700",""
"C0G870","2020-04-27 22:00:00","12.000","54.000","0.500","22.500","0.690","1016.100","","0.000","-99.000","-99.000","-99.000","26.000","","21.300",""
"C0R530","2020-04-27 22:00:00","16.000","169.000","1.000","26.100","0.670","1014.800","","0.000","-99.000","-99.000","-99.000","27.000","","23.600",""
"C0O840","2020-04-27 22:00:00","134.000","102.000","0.900","23.000","0.820","999.800","","0.000","-99.000","-99.000","-99.000","29.300","","19.400",""
"C0A890","2020-04-27 22:00:00","40.000","0.000","0.000","18.300","0.970","1015.200","","0.500","-99.000","-99.000","-99.000","23.200","","17.800",""
"C0A660","2020-04-27 22:00:00","97.000","0.000","0.000","19.400","0.760","1008.100","","0.500","-99.000","-99.000","-99.000","22.400","","17.800",""
"C0T9H0","2020-04-27 22:00:00","725.000","295.000","4.600","15.400","0.990","939.400","","10.000","-99.000","-99.000","-99.000","17.300","","14.600",""
"C0R270","2020-04-27 22:00:00","51.000","321.000","0.600","24.500","0.820","1009.700","","0.000","-99.000","-99.000","-99.000","30.200","","23.700",""
"C0O980","2020-04-27 22:00:00","18.000","0.000","0.200","22.700","0.850","1015.900","","0.000","-99.000","-99.000","-99.000","32.500","","20.400",""
"C0T9I0","2020-04-27 22:00:00","152.000","214.000","1.200","18.300","0.990","1004.300","","4.000","-99.000","-99.000","-99.000","21.100","","18.000",""
"C0V760","2020-04-27 22:00:00","30.000","229.000","0.400","26.000","0.710","1013.800","","0.000","-99.000","-99.000","-99.000","29.800","","22.200",""
"C0AG90","2020-04-27 22:00:00","25.000","34.000","1.100","22.900","0.740","1016.400","","1.000","-99.000","-99.000","-99.000","24.400","","20.500",""
"C0R570","2020-04-27 22:00:00","37.000","50.000","0.300","26.800","0.670","1011.600","","0.000","-99.000","-99.000","-99.000","30.400","","23.200",""
"C0O900","2020-04-27 22:00:00","9.000","328.000","0.400","23.200","0.990","1015.900","","0.000","-99.000","-99.000","-99.000","30.000","","20.400",""
"C0UA60","2020-04-27 22:00:00","566.000","282.000","1.700","16.000","0.960","956.100","","6.500","-99.000","-99.000","-99.000","21.500","","15.700",""
"C0C630","2020-04-27 22:00:00","209.000","45.000","2.900","20.800","0.700","993.700","","0.500","-99.000","-99.000","-99.000","22.300","","18.700",""
"C0D550","2020-04-27 22:00:00","1956.000","0.000","0.000","11.400","0.970","815.100","","0.000","-99.000","-99.000","-99.000","14.700","","10.500",""
"C0T9E0","2020-04-27 22:00:00","415.000","335.000","0.300","17.100","0.940","974.600","","2.500","-99.000","-99.000","-99.000","21.400","","16.600",""
"C0U960","2020-04-27 22:00:00","1885.000","265.000","1.400","9.600","0.990","819.000","","5.500","-99.000","-99.000","-99.000","11.900","","8.700",""
"C0AI30","2020-04-27 22:00:00","26.000","74.000","5.600","22.300","0.740","1016.800","","0.500","-99.000","-99.000","-99.000","23.700","","21.400",""
"C0R240","2020-04-27 22:00:00","87.000","44.000","0.800","23.500","0.840","1006.500","","0.000","-99.000","-99.000","-99.000","29.400","","21.400",""
"C0AD30","2020-04-27 22:00:00","20.000","78.000","1.600","23.000","0.590","1014.700","","0.000","7.100","81.000","","24.500","","21.400",""
"C0D430","2020-04-27 22:00:00","87.000","0.000","0.000","20.200","0.960","1005.800","","0.000","-99.000","-99.000","-99.000","27.400","","18.300",""
"C0X210","2020-04-27 22:00:00","38.000","356.000","1.000","23.600","0.830","1010.900","","0.000","-99.000","-99.000","-99.000","29.900","","20.200",""
"C0R680","2020-04-27 22:00:00","13.000","52.000","3.500","23.200","0.840","1017.100","","0.500","10.900","58.000","","26.500","","22.800",""
"C0R820","2020-04-27 22:00:00","588.000","0.000","0.100","19.900","0.820","952.500","","0.000","-99.000","-99.000","-99.000","28.000","","19.600",""
"C0AH10","2020-04-27 22:00:00","30.000","87.000","4.200","22.500","0.870","1015.000","","1.000","-99.000","-99.000","-99.000","24.100","","21.100",""
"C0E880","2020-04-27 22:00:00","507.000","33.000","0.400","20.400","0.990","959.700","","0.000","-99.000","-99.000","-99.000","25.100","","17.100",""
"C0O960","2020-04-27 22:00:00","112.000","0.000","0.000","23.800","0.780","1003.000","","0.000","-99.000","-99.000","-99.000","31.300","","19.600",""
"C0H950","2020-04-27 22:00:00","192.000","0.000","0.000","20.400","0.990","995.300","","0.000","-99.000","-99.000","-99.000","26.500","","19.200",""
"C0SA60","2020-04-27 22:00:00","6.000","346.000","2.300","21.400","0.810","1018.400","","1.000","-99.000","-99.000","-99.000","26.900","","20.600",""
"C0A540","2020-04-27 22:00:00","401.000","99.000","1.000","16.800","0.970","973.700","","3.000","-99.000","-99.000","-99.000","20.600","","15.900",""
"C0C690","2020-04-27 22:00:00","242.000","157.000","2.300","20.300","0.650","990.000","","0.500","8.400","128.000","","22.000","","19.300",""
"C0V370","2020-04-27 22:00:00","74.000","156.000","0.300","23.800","0.770","1009.000","","0.000","-99.000","-99.000","-99.000","32.100","","20.100",""
"C0I110","2020-04-27 22:00:00","161.000","317.000","0.700","23.100","0.860","999.300","","0.000","-99.000","-99.000","-99.000","27.900","","20.900",""
"C0M750","2020-04-27 22:00:00","10.000","15.000","1.300","23.200","0.860","1015.700","","0.000","-99.000","-99.000","-99.000","26.700","","20.900",""
"C0R340","2020-04-27 22:00:00","230.000","23.000","2.200","20.600","0.870","991.600","","0.000","-99.000","-99.000","-99.000","28.100","","20.000",""
"C0R750","2020-04-27 22:00:00","551.000","51.000","12.000","18.300","1.000","955.200","","1.000","18.700","41.000","","23.000","","17.700",""
"C0SA90","2020-04-27 22:00:00","497.000","47.000","1.400","18.200","0.920","962.200","","0.000","-99.000","-99.000","-99.000","21.700","","17.900",""
"C0U970","2020-04-27 22:00:00","7.000","43.000","1.100","19.400","0.850","1021.300","","2.000","-99.000","-99.000","-99.000","25.000","","18.400",""
"C0X300","2020-04-27 22:00:00","70.000","37.000","0.400","21.900","0.920","1008.800","","0.000","-99.000","-99.000","-99.000","29.800","","18.900",""
"C0R480","2020-04-27 22:00:00","57.000","0.000","0.000","26.100","0.680","1009.600","","0.000","-99.000","-99.000","-99.000","31.300","","22.900",""
"C0A9E0","2020-04-27 22:00:00","26.000","76.000","1.700","22.500","0.610","1016.600","","0.500","-99.000","-99.000","-99.000","24.300","","20.800",""
"C0R590","2020-04-27 22:00:00","72.000","292.000","0.400","25.900","0.720","1008.300","","0.000","-99.000","-99.000","-99.000","30.600","","22.600",""
"C0G820","2020-04-27 22:00:00","29.000","0.000","0.000","21.900","0.910","1012.900","","0.000","-99.000","-99.000","-99.000","28.200","","20.600",""
"C0U600","2020-04-27 22:00:00","10.000","26.000","0.400","19.400","0.990","1019.500","","8.000","-99.000","-99.000","-99.000","25.000","","18.600",""
"C0U910","2020-04-27 22:00:00","17.000","129.000","1.200","20.000","0.910","1019.200","","1.500","-99.000","-99.000","-99.000","24.100","","18.000",""
"C0V630","2020-04-27 22:00:00","19.000","316.000","0.500","25.200","0.760","1014.400","","0.000","-99.000","-99.000","-99.000","27.800","","22.200",""
"C0D650","2020-04-27 22:00:00","97.000","76.000","2.400","21.800","0.680","1006.200","","0.000","-99.000","-99.000","-99.000","25.300","","19.900",""
"C0K510","2020-04-27 22:00:00","10.000","73.000","0.400","22.500","0.890","1015.100","","0.000","-99.000","-99.000","-99.000","27.900","","19.800",""
"C0V360","2020-04-27 22:00:00","94.000","0.000","0.100","22.500","0.810","1006.000","","0.000","-99.000","-99.000","-99.000","33.500","","19.500",""
"C0M780","2020-04-27 22:00:00","30.000","0.000","0.000","23.300","0.840","1013.800","","0.000","-99.000","-99.000","-99.000","30.600","","20.000",""
"C0K530","2020-04-27 22:00:00","12.000","56.000","0.700","22.800","0.860","1015.600","","0.000","-99.000","-99.000","-99.000","26.500","","21.900",""
"C0V750","2020-04-27 22:00:00","50.000","275.000","1.000","25.900","0.680","1012.100","","0.000","-99.000","-99.000","-99.000","30.500","","22.300",""
"C0T790","2020-04-27 22:00:00","2830.000","283.000","0.700","7.600","0.970","729.800","","0.500","-99.000","-99.000","-99.000","14.100","","7.500",""
"C0S730","2020-04-27 22:00:00","110.000","42.000","7.100","20.300","0.940","1006.900","","7.000","-99.000","-99.000","-99.000","23.400","","20.200",""
"C0F0D0","2020-04-27 22:00:00","3171.000","169.000","1.200","4.600","1.000","700.400","","0.000","-99.000","-99.000","-99.000","7.400","","4.600",""
"C0F9X0","2020-04-27 22:00:00","166.000","26.000","1.300","22.600","0.860","997.700","","0.000","-99.000","-99.000","-99.000","26.900","","19.200",""
"C0F9Q0","2020-04-27 22:00:00","149.000","135.000","1.600","21.500","0.900","998.500","","0.000","-99.000","-99.000","-99.000","26.800","","18.500",""
"C0E780","2020-04-27 22:00:00","160.000","0.000","0.000","20.800","0.920","998.500","","0.000","-99.000","-99.000","-99.000","27.600","","18.400",""
"C0SA80","2020-04-27 22:00:00","136.000","0.000","0.000","20.500","0.980","1004.000","","1.000","-99.000","-99.000","-99.000","24.900","","20.400",""
